case,current_status,aor_date,stream,dependents,province,nationality,residence,visa_office,med_passed_date,add_docs_request_date,rprf_paid_date,ss_start_date,final_decision,final_decision_date,state
27583,PPR,2017-06-20,FSW-Outland,2,None,Russia,United Kingdom,London,2017-07-14,2017-07-18,2017-06-20,None,PPR,2017-10-02,Active
24112,PPR,2017-06-20,CEC,1,None,China,Canada,Unspecified,2017-08-17,None,2017-06-20,None,PPR,2017-09-26,Active
30479,PPR,2017-06-20,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2017-07-17,None,2017-06-20,None,PPR,2017-09-26,Active
26902,PPR,2017-06-20,FSW-Outland,4,None,Nigeria,South Africa,Sydney,2017-07-18,None,2017-06-20,None,PPR,2017-09-26,Active
21552,e-APR AOR,2017-06-20,CEC,2,None,India,Canada,Unspecified,Pending,None,2017-06-20,None,None,Pending,Inactive
21543,PPR,2017-06-20,CEC,3,None,India,Canada,Ottawa,2017-08-22,None,2017-06-20,None,PPR,2017-09-21,Active
22006,PPR,2017-06-20,CEC,0,None,United Kingdom,Canada,Unspecified,2017-08-16,None,2017-06-20,None,PPR,2017-09-13,Active
23936,PPR,2017-06-20,CEC,4,None,India,United Kingdom,London,2017-08-15,2017-08-15,2017-06-20,None,PPR,2017-09-12,Active
26665,PPR,2017-06-20,FSW-Outland,1,None,India,India,New Delhi,2017-07-14,None,2017-06-20,None,PPR,2017-08-29,Active
25685,PPR,2017-06-20,FSW-Outland,2,None,India,India,Ottawa,2017-07-18,None,2017-06-19,None,PPR,2017-08-28,Active
22282,PPR,2017-06-20,FSW-Outland,1,None,India,USA,Unspecified,2017-07-14,None,2017-06-20,None,PPR,2017-08-23,Active
26223,PPR,2017-06-20,FSW-Outland,2,None,Viet Nam,Viet Nam,Ottawa,2017-07-20,None,2017-06-20,None,PPR,2017-08-09,Active
24090,PPR,2017-06-20,FSW-Outland,0,None,India,USA,Unspecified,2017-07-14,None,2017-08-15,None,PPR,2017-08-21,Active
21544,PPR,2017-06-20,FSW-Inland,1,None,China,Canada,Unspecified,2017-07-13,None,2017-06-20,None,PPR,2017-08-14,Active
21556,PPR,2017-06-20,FSW-Outland,2,None,India,India,New Delhi,2017-07-14,None,2017-06-20,None,PPR,2017-08-09,Active
18869,PPR,2017-06-20,FSW-Outland,2,None,India,USA,Ottawa,2017-07-13,None,2017-06-20,None,PPR,2017-07-25,Active
22686,PPR,2017-06-20,FSW-Outland,3,None,Bangladesh,Bangladesh,Sydney,2017-07-14,None,2017-06-20,None,PPR,2017-07-21,Active
24201,PPR,2017-06-19,FSW-Outland,1,None,India,UAE,London,2017-07-07,2018-02-22,2017-06-19,2018-01-09,PPR,2018-11-12,Active
58064,Medicals Passed,2017-06-19,PNP-Inland,5,Manitoba,Croatia,Canada,Unspecified,2018-05-10,None,2017-07-12,None,None,Pending,Inactive
24649,PPR,2017-06-19,FSW-Outland,2,None,India,UAE,London,2017-07-13,2018-04-12,2017-06-19,None,PPR,2018-04-26,Active
22996,PPR,2017-06-19,FSW-Outland,1,None,India,India,New Delhi,2017-07-13,None,2017-06-19,None,PPR,2017-08-07,Active
25493,Medicals Passed,2017-06-19,FSW-Outland,2,None,Pakistan,Pakistan,London,2017-07-15,None,2017-06-19,None,None,Pending,Inactive
26953,PPR,2017-06-19,PNP-Outland,4,New Brunswick,Philippines,UAE,London,2017-09-24,2017-12-08,2017-12-08,None,PPR,2018-01-08,Active
21396,PPR,2017-06-19,FSW-Outland,2,None,India,Aruba,Mexico City,2017-07-13,None,2017-06-19,None,PPR,2017-11-15,Active
22002,Medicals Passed,2017-06-19,CEC,0,None,India,Canada,Unspecified,2017-08-17,None,2017-06-19,None,None,Pending,Inactive
24901,Medicals Passed,2017-06-19,FSW-Outland,0,None,Turkey,Turkey,Unspecified,2017-07-24,2017-08-15,2017-06-19,None,None,Pending,Inactive
32564,e-APR AOR,2017-06-19,CEC,0,None,Ireland,Canada,Unspecified,Pending,None,2017-06-19,None,None,Pending,Inactive
21870,PPR,2017-06-19,CEC,0,None,India,Canada,Unspecified,2017-08-19,None,2017-06-19,None,PPR,2017-10-25,Active
31011,Medicals Passed,2017-06-19,FSW-Outland,3,None,Pakistan,UAE,Ottawa,2017-07-14,None,2017-06-19,None,None,Pending,Inactive
30311,e-APR AOR,2017-06-19,PNP-Inland,1,Alberta,Pakistan,Canada,Sydney,Pending,None,2017-06-19,None,None,Pending,Inactive
30226,Medicals Passed,2017-06-19,FSW-Outland,1,None,Brazil,Brazil,Sao Paulo,2017-07-03,None,2017-06-19,None,None,Pending,Inactive
21583,PPR,2017-06-19,FSW-Outland,1,None,Philippines,Philippines,Manila,2017-07-13,2017-07-13,2017-06-18,None,PPR,2017-09-18,Active
29812,e-APR AOR,2017-06-19,FSW-Outland,3,None,Nigeria,Nigeria,London,Pending,None,2017-06-19,None,None,Pending,Inactive
21443,PPR,2017-06-19,FSW-Outland,4,None,Brazil,Brazil,Ottawa,2017-07-13,2017-07-25,2017-06-19,None,PPR,2017-09-16,Active
29141,PPR,2017-06-19,FSW-Outland,3,None,India,India,Ottawa,2017-07-12,None,2017-06-19,None,PPR,2017-08-31,Active
25330,PPR,2017-06-19,FSW-Outland,1,None,India,India,New Delhi,2017-07-13,None,2017-06-19,None,PPR,2017-08-30,Active
21576,PPR,2017-06-19,FSW-Outland,0,None,India,India,Unspecified,2017-07-14,None,2017-06-19,None,PPR,2017-08-11,Active
21540,PPR,2017-06-19,FSW-Outland,3,None,Pakistan,Pakistan,Ottawa,2017-07-12,None,2017-06-19,None,PPR,2017-08-22,Active
27405,PPR,2017-06-19,FSW-Outland,1,None,Brazil,Canada,Ottawa,Pending,None,2017-06-19,None,PPR,2017-08-02,Active
23560,PPR,2017-06-19,FSW-Outland,1,None,Belgium,USA,Unspecified,2017-07-12,None,2017-06-18,None,PPR,2017-08-18,Active
22067,PPR,2017-06-19,FSW-Outland,2,None,Bangladesh,Bangladesh,Unspecified,2017-07-13,None,2017-06-19,None,PPR,2017-08-18,Active
26145,PPR,2017-06-19,FSW-Outland,2,None,India,India,Ottawa,2017-07-15,None,2017-06-18,None,PPR,2017-08-10,Active
23948,PPR,2017-06-19,FSW-Inland,2,None,Brazil,Canada,Ottawa,2017-07-14,2017-07-12,2017-06-18,None,PPR,2017-08-07,Active
25999,PPR,2017-06-19,FSW-Outland,0,None,Unspecified,Unspecified,Ottawa,2017-07-08,None,2017-06-19,None,PPR,2017-08-05,Active
23674,PPR,2017-06-19,FSW-Outland,4,None,Nigeria,Nigeria,Ottawa,2017-07-12,None,2017-06-18,None,PPR,2017-08-04,Active
25135,PPR,2017-06-19,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2017-07-13,None,2017-06-19,None,PPR,2017-07-26,Active
24542,PPR,2017-06-19,FSW-Outland,0,None,Unspecified,Unspecified,Ottawa,2017-07-13,None,2017-06-19,None,PPR,2017-07-20,Active
40009,Medicals Passed,2017-06-18,FSW-Outland,1,None,Egypt,Egypt,Cairo,2017-07-13,None,2017-06-17,None,None,Pending,Inactive
22535,PPR,2017-06-18,FSW-Outland,3,None,India,India,New Delhi,2017-07-13,None,2017-06-18,None,PPR,2017-11-23,Active
30254,Medicals Passed,2017-06-18,FSW-Outland,1,None,Pakistan,Pakistan,Ottawa,2017-07-12,2017-07-15,2017-06-18,None,None,Pending,Inactive
25735,PPR,2017-06-18,CEC,2,None,India,Canada,Unspecified,2017-08-18,None,2017-06-18,None,PPR,2017-10-17,Active
21392,PPR,2017-06-18,CEC,0,None,United Kingdom,Canada,Unspecified,2017-08-17,None,2017-06-18,None,PPR,2017-10-27,Active
21467,PPR,2017-06-18,CEC,2,None,Bangladesh,Canada,Ottawa,2017-08-16,None,2017-06-16,None,PPR,2017-10-18,Active
21456,PPR,2017-06-18,FSW-Outland,1,None,India,India,Unspecified,2017-07-12,None,2017-06-18,None,PPR,2017-09-01,Active
21928,PPR,2017-06-18,FSW-Outland,4,None,South Africa,South Africa,Pretoria,2017-07-12,None,2017-06-17,None,PPR,2017-08-14,Active
26601,PPR,2017-06-18,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2017-07-12,None,2017-06-18,None,PPR,2017-08-09,Active
25570,PPR,2017-06-18,FSW-Outland,1,None,Pakistan,Pakistan,Unspecified,2017-07-12,None,2017-06-18,None,PPR,2017-08-08,Active
21545,PPR,2017-06-18,FSW-Outland,2,None,India,India,New Delhi,2017-07-12,None,2017-07-19,None,PPR,2017-07-20,Active
26025,PPR,2017-06-17,FSW-Outland,0,None,India,India,New Delhi,2017-07-12,None,2017-06-17,None,PPR,2018-02-01,Active
21832,PPR,2017-06-17,CEC,2,None,India,Canada,Ottawa,2017-11-15,2017-09-29,2017-10-02,None,PPR,2018-01-10,Active
31260,Medicals Passed,2017-06-17,FSW-Outland,0,None,Pakistan,Pakistan,London,2017-07-13,2017-11-16,2017-06-17,None,None,Pending,Inactive
21763,PPR,2017-06-17,FSW-Outland,0,None,Trinidad and Tobago,Mexico,Mexico City,2017-07-19,2017-07-19,2017-06-17,None,PPR,2017-11-15,Active
26907,PPR,2017-06-17,FSW-Outland,1,None,Jamaica,Jamaica,Port of Spain,2017-07-15,None,2017-06-17,None,PPR,2017-11-08,Active
29317,PPR,2017-06-17,FSW-Outland,1,None,Russia,Russia,Moscow,2017-07-14,None,2017-06-17,None,PPR,2017-10-05,Active
26861,PPR,2017-06-17,PNP-Outland,0,None,China,China,Unspecified,2017-08-11,None,2017-06-17,None,PPR,2017-10-19,Active
30567,PPR,2017-06-17,FSW-Outland,3,None,India,India,Ottawa,2017-07-13,None,2017-06-17,2017-08-03,PPR,2017-10-10,Active
31365,Medicals Passed,2017-06-17,FSW-Outland,1,None,India,India,Unspecified,2017-07-13,None,2017-06-17,None,None,Pending,Inactive
30390,Medicals Passed,2017-06-17,CEC,2,None,Bangladesh,Canada,Ottawa,2017-08-18,None,2017-06-17,None,None,Pending,Inactive
21376,PPR,2017-06-17,FSW-Outland,2,None,France,France,Paris,2017-08-10,2017-07-28,2017-06-16,None,PPR,2017-08-29,Active
21946,PPR,2017-06-17,FSW-Outland,1,None,China,China,Shanghai,2017-07-18,None,2017-06-17,None,PPR,2017-08-25,Active
21653,PPR,2017-06-17,FSW-Outland,3,None,India,India,New Delhi,2017-07-17,None,2017-06-17,None,PPR,2017-08-09,Active
23426,PPR,2017-06-17,FSW-Outland,2,None,India,India,Unspecified,2017-07-12,None,2017-06-17,None,PPR,2017-08-10,Active
37344,PPR,2017-06-16,FSW-Outland,0,None,India,India,New Delhi,2017-06-19,None,2017-06-16,None,PPR,2018-03-01,Active
24819,PPR,2017-06-16,FSW-Outland,1,None,Iran,USA,Ottawa,2017-07-12,2017-08-11,2017-06-16,2017-08-30,PPR,2018-04-05,Active
32472,PPR,2017-06-16,PNP-Outland,4,Nova Scotia,Philippines,Philippines,Unspecified,Pending,2017-10-10,2017-06-16,None,PPR,2018-01-18,Active
21740,PPR,2017-06-16,PNP-Outland,4,Nova Scotia,Philippines,Philippines,Manila,2017-08-16,2017-10-10,2017-06-16,None,PPR,2018-01-18,Active
21268,Medicals Passed,2017-06-16,PNP-Outland,3,Ontario,Nigeria,Nigeria,Unspecified,2017-08-11,None,2017-06-16,None,None,Pending,Inactive
24235,Medicals Passed,2017-06-16,FSW-Outland,2,None,Nigeria,Nigeria,Unspecified,2017-06-29,None,2017-06-16,None,None,Pending,Inactive
23298,PPR,2017-06-16,PNP-Outland,0,Nova Scotia,Nigeria,Nigeria,London,2017-08-11,2017-12-15,2017-10-30,None,PPR,2018-01-10,Active
36481,e-APR AOR,2017-06-16,CEC,1,None,India,Canada,Unspecified,Pending,None,2017-11-17,None,None,Pending,Inactive
23584,PPR,2017-06-16,FSW-Outland,1,None,India,India,New Delhi,2017-07-13,None,2017-06-16,None,PPR,2017-11-23,Active
23312,PPR,2017-06-16,FSW-Outland,3,None,India,India,New Delhi,2017-07-11,2017-07-12,2017-06-16,None,PPR,2017-11-23,Active
21705,Medicals Passed,2017-06-16,CEC,2,None,India,India,Ottawa,2017-08-17,None,2017-06-16,None,None,Pending,Inactive
21277,PPR,2017-06-16,PNP-Outland,2,Saskatchewan,India,India,New Delhi,2017-08-11,None,2017-06-16,None,PPR,2017-11-16,Active
21303,PPR,2017-06-16,CEC,1,None,India,Canada,Unspecified,2017-08-17,None,2017-06-16,None,PPR,2017-10-27,Active
32743,PPR,2017-06-16,CEC,0,None,Unspecified,Canada,Unspecified,2017-08-18,None,2017-06-16,None,PPR,2017-10-26,Active
30297,PPR,2017-06-16,CEC,1,None,China,Canada,Ottawa,2017-08-18,2017-10-03,2017-06-16,None,PPR,2017-10-25,Active
27126,PPR,2017-06-16,CEC,0,None,India,Canada,Ottawa,2017-08-18,2017-08-17,2017-06-16,None,PPR,2017-10-26,Active
21577,PPR,2017-06-16,FSW-Outland,1,None,India,India,Ottawa,2017-07-11,None,2017-06-16,None,PPR,2017-10-06,Active
27294,PPR,2017-06-16,CEC,3,None,Nigeria,Canada,Ottawa,2017-08-18,None,2017-06-16,None,PPR,2017-10-03,Active
21296,PPR,2017-06-16,CEC,3,None,India,Canada,Unspecified,2017-08-18,None,2017-06-16,None,PPR,2017-09-26,Active
21319,Medicals Passed,2017-06-16,FSW-Outland,1,None,Philippines,Philippines,Unspecified,2017-07-12,None,2017-06-16,None,None,Pending,Inactive
29665,Medicals Passed,2017-06-16,CEC,0,None,India,India,Unspecified,2017-07-15,None,2017-06-16,None,None,Pending,Inactive
22269,PPR,2017-06-16,FSW-Outland,3,None,Morocco,Morocco,Rabat,2017-07-12,None,2017-07-28,None,PPR,2017-09-06,Active
21794,PPR,2017-06-16,FSW-Outland,4,None,Nigeria,Nigeria,Accra,2017-07-11,None,2017-06-16,None,PPR,2017-08-04,Active
21562,PPR,2017-06-16,FSW-Outland,2,None,India,India,New Delhi,2017-07-11,None,2017-07-28,None,PPR,2017-08-09,Active
21270,PPR,2017-06-16,FSW-Outland,1,None,India,India,Ottawa,2017-07-11,None,2017-06-16,None,PPR,2017-08-09,Active
23297,PPR,2017-06-16,FSW-Outland,4,None,Nigeria,Nigeria,Accra,2017-07-12,None,2017-06-16,None,PPR,2017-08-04,Active
21527,PPR,2017-06-15,FSW-Inland,2,None,Brazil,Canada,Sao Paulo,2017-07-11,None,2017-06-15,None,PPR,2018-01-17,Active
21511,PPR,2017-06-15,PNP-Outland,0,None,Nigeria,Nigeria,London,2017-08-15,None,2017-06-15,None,PPR,2018-01-10,Active
22066,PPR,2017-06-15,CEC,0,None,China,Canada,Unspecified,2017-08-18,None,2017-06-15,None,PPR,2017-12-15,Active
21243,PPR,2017-06-15,PNP-Outland,1,Ontario,India,UAE,London,2017-08-11,2017-12-15,2017-06-15,None,PPR,2018-01-03,Active
23099,PPR,2017-06-15,FSW-Outland,4,None,Nigeria,UAE,London,2017-11-08,2017-07-11,2017-06-15,None,PPR,2017-12-15,Active
22715,PPR,2017-06-15,FSW-Outland,1,None,Nigeria,Nigeria,Ottawa,2017-07-18,2017-08-08,2017-08-11,None,PPR,2017-11-29,Active
21439,PPR,2017-06-15,CEC,1,None,China,Canada,Unspecified,2017-08-16,None,2017-06-15,None,PPR,2017-10-11,Active
21652,PPR,2017-06-15,PNP-Outland,1,Ontario,India,India,Unspecified,2017-08-11,None,2017-06-15,None,PPR,2017-11-16,Active
21240,PPR,2017-06-15,FSW-Outland,1,None,India,India,New Delhi,2017-07-11,None,2017-06-15,None,PPR,2017-11-16,Active
28259,Medicals Passed,2017-06-15,CEC,0,None,China,Canada,Unspecified,2017-08-17,None,2017-06-15,None,None,Pending,Inactive
21641,PPR,2017-06-15,CEC,0,None,Iran,Canada,Unspecified,2017-08-14,None,2017-06-15,None,PPR,2017-10-12,Active
29173,PPR,2017-06-15,CEC,1,None,Italy,Canada,Unspecified,2017-08-14,2017-10-05,2017-06-15,None,PPR,2017-10-13,Active
31777,Medicals Passed,2017-06-15,CEC,1,None,India,Canada,Ottawa,2017-08-16,2017-10-03,2017-06-15,None,None,Pending,Inactive
23786,Medicals Passed,2017-06-15,CEC,1,None,India,Canada,Unspecified,2017-08-15,None,2017-06-15,None,None,Pending,Inactive
21866,PPR,2017-06-15,FSW-Outland,1,None,Chile,Chile,Unspecified,2017-07-12,None,2017-06-14,None,PPR,2017-08-29,Active
22101,PPR,2017-06-15,FSW-Inland,0,None,Philippines,Philippines,Manila,2017-07-12,None,2017-06-15,None,PPR,2017-08-16,Active
21359,PPR,2017-06-15,FSW-Outland,3,None,Pakistan,Saudi Arabia,Abu Dhabi,2017-07-12,2017-07-28,2017-07-29,None,PPR,2017-08-11,Active
22028,PPR,2017-06-15,FSW-Outland,3,None,India,UAE,Ottawa,2017-07-12,None,2017-07-26,None,PPR,2017-08-12,Active
22144,PPR,2017-06-15,FSW-Outland,4,None,India,India,Ottawa,2017-07-11,None,2017-06-15,None,PPR,2017-08-10,Active
21529,PPR,2017-06-15,FSW-Outland,2,None,India,India,Ottawa,2017-07-11,None,2017-06-15,None,PPR,2017-08-10,Active
21181,PPR,2017-06-15,FSW-Outland,1,None,India,India,Ottawa,2017-07-11,None,2017-06-15,None,PPR,2017-08-10,Active
22460,PPR,2017-06-14,FSW-Outland,2,None,Turkey,UAE,Ottawa,2017-07-10,2017-08-04,2017-06-14,2017-08-07,PPR,2018-06-21,Active
22719,PPR,2017-06-14,CEC,2,None,Iran,Canada,Unspecified,2017-08-14,2017-11-07,2017-06-14,None,PPR,2018-06-20,Active
25472,PPR,2017-06-14,PNP-Outland,0,Ontario,Nigeria,Nigeria,London,2017-08-16,2018-01-09,2017-06-14,None,PPR,2018-01-10,Active
22958,PPR,2017-06-14,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2017-07-10,2017-12-22,2017-11-28,None,PPR,2017-11-29,Active
26098,e-APR AOR,2017-06-14,PNP-Outland,3,None,India,India,New Delhi,Pending,None,2017-06-14,None,None,Pending,Inactive
21041,PPR,2017-06-14,FSW-Outland,0,None,India,India,New Delhi,2017-07-10,None,2017-06-14,None,PPR,2017-12-15,Active
27528,Medicals Passed,2017-06-14,FSW-Outland,1,None,India,India,Bengaluru (Bangalore),2017-07-18,None,2017-06-14,None,None,Pending,Inactive
21816,PPR,2017-06-14,PNP-Outland,1,Ontario,India,India,New Delhi,2017-08-11,None,2017-06-14,None,PPR,2017-11-16,Active
21154,PPR,2017-06-14,FSW-Outland,4,None,Nigeria,Nigeria,London,2017-07-11,2017-10-03,2017-06-14,None,PPR,2017-11-06,Active
24804,PPR,2017-06-14,CEC,2,None,Bangladesh,Canada,Ottawa,2017-08-11,None,2017-06-14,None,PPR,2017-10-31,Active
23171,Medicals Passed,2017-06-14,FSW-Outland,0,None,India,India,Unspecified,2017-07-04,None,2017-06-14,None,None,Pending,Inactive
21929,PPR,2017-06-14,CEC,2,None,China,Canada,Unspecified,2017-08-12,None,2017-06-14,None,PPR,2017-11-03,Active
26373,Medicals Passed,2017-06-14,PNP-Outland,3,None,Pakistan,UAE,London,2017-08-10,None,2017-06-14,None,None,Pending,Inactive
23900,PPR,2017-06-14,CEC,1,None,Trinidad and Tobago,Canada,Unspecified,2017-08-12,None,2017-06-14,None,PPR,2017-10-25,Active
23380,PPR,2017-06-14,CEC,1,None,India,Canada,Unspecified,2017-08-13,None,2017-06-14,None,PPR,2017-10-17,Active
30788,Medicals Passed,2017-06-14,CEC,1,None,India,Canada,Unspecified,2017-08-15,None,2017-06-14,None,None,Pending,Inactive
21131,PPR,2017-06-14,CEC,2,None,China,Canada,Unspecified,2017-08-14,2017-08-15,2017-06-14,None,PPR,2017-09-18,Active
24676,PPR,2017-06-14,FSW-Outland,2,None,Morocco,Morocco,Rabat,2017-07-10,None,2017-06-14,None,PPR,2017-09-06,Active
21283,PPR,2017-06-14,FSW-Outland,1,None,Philippines,Singapore,Singapore,2017-07-11,None,2017-06-14,None,PPR,2017-08-30,Active
27861,PPR,2017-06-14,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2017-06-14,None,2017-06-14,None,PPR,2017-08-23,Active
21970,PPR,2017-06-14,FSW-Outland,1,None,India,India,Ottawa,2017-07-11,None,2017-06-14,None,PPR,2017-08-24,Active
21367,PPR,2017-06-14,FSW-Inland,2,None,India,Canada,Ottawa,2017-07-11,None,2017-06-14,None,PPR,2017-08-18,Active
20999,PPR,2017-06-14,FSW-Outland,1,None,Czechia,Czechia,Ottawa,2017-07-10,None,2017-06-14,None,PPR,2017-08-18,Active
21787,PPR,2017-06-14,FSW-Outland,1,None,India,India,New Delhi,2017-07-10,None,2017-06-14,None,PPR,2017-08-10,Active
23323,PPR,2017-06-14,FSW-Inland,2,None,Pakistan,Canada,Ottawa,2017-07-10,2017-07-10,2017-07-28,None,PPR,2017-08-09,Active
21158,PPR,2017-06-14,FSW-Inland,2,None,Brazil,Canada,Ottawa,2017-07-11,None,2017-06-14,None,PPR,2017-07-27,Active
26396,PPR,2017-06-13,PNP-Outland,3,Ontario,Brazil,Brazil,Sao Paulo,2017-08-11,None,2017-06-13,None,PPR,2018-05-15,Active
22572,Medicals Passed,2017-06-13,FSW-Outland,1,None,Sri Lanka,Sri Lanka,Unspecified,2017-07-10,None,2017-06-13,None,None,Pending,Inactive
21355,PPR,2017-06-13,FSW-Outland,4,None,India,India,New Delhi,2017-07-11,None,2017-06-13,None,PPR,2017-12-18,Active
21066,PPR,2017-06-13,PNP-Outland,1,None,India,India,New Delhi,2017-08-10,None,2017-06-13,None,PPR,2017-11-16,Active
21184,PPR,2017-06-13,CEC,1,None,Pakistan,Canada,Ottawa,2017-08-10,2017-09-28,2017-06-13,None,PPR,2017-10-18,Active
27656,PPR,2017-06-13,CEC,1,None,India,Canada,Unspecified,2017-08-11,None,2017-06-13,None,PPR,2017-10-13,Active
29319,Medicals Passed,2017-06-13,CEC,1,None,China,Canada,Unspecified,2017-08-11,None,2017-06-13,None,None,Pending,Inactive
25150,Medicals Passed,2017-06-13,CEC,1,None,China,China,Unspecified,2017-08-11,None,2017-06-13,None,None,Pending,Inactive
23156,PPR,2017-06-13,FSW-Outland,0,None,India,India,Unspecified,2017-07-10,None,2017-09-26,None,PPR,2017-09-27,Active
23589,PPR,2017-06-13,CEC,1,None,Ireland,Canada,Unspecified,2017-08-11,None,2017-06-13,None,PPR,2017-09-25,Active
23258,PPR,2017-06-13,FSW-Outland,0,None,Iran,Iran,Ankara,2017-07-10,2017-07-09,2017-06-13,None,PPR,2017-09-01,Active
28301,PPR,2017-06-13,FSW-Outland,1,None,India,India,Ottawa,2017-07-10,None,2017-06-13,None,PPR,2017-08-31,Active
25981,PPR,2017-06-13,FSW-Outland,1,None,India,India,Ottawa,2017-07-09,None,2017-06-13,None,PPR,2017-08-29,Active
21153,PPR,2017-06-13,FSW-Outland,2,None,United Kingdom,United Kingdom,Ottawa,2017-07-10,2017-08-18,2017-06-13,None,PPR,2017-08-22,Active
27417,PPR,2017-06-13,FSW-Outland,0,None,China,USA,Ottawa,2017-07-10,None,2017-06-13,None,PPR,2017-08-18,Active
21378,PPR,2017-06-13,FSW-Outland,2,None,China,USA,Ottawa,2017-07-10,None,2017-06-13,None,PPR,2017-08-18,Active
21248,PPR,2017-06-13,FSW-Outland,3,None,India,India,New Delhi,2017-07-10,None,2017-06-13,None,PPR,2017-08-09,Active
21073,PPR,2017-06-13,FSW-Outland,2,None,India,India,Unspecified,2017-07-11,None,2017-06-13,None,PPR,2017-08-10,Active
22629,PPR,2017-06-13,FSW-Outland,0,None,India,India,Unspecified,2017-07-10,None,2017-06-13,None,PPR,2017-08-10,Active
21165,PPR,2017-06-13,FSW-Outland,2,None,Brazil,Brazil,Sao Paulo,2017-07-11,None,2017-06-12,None,PPR,2017-08-04,Active
20973,PPR,2017-06-13,FSW-Outland,2,None,India,USA,Unspecified,2017-07-11,2017-07-26,2017-06-12,None,PPR,2017-08-01,Active
21305,PPR,2017-06-13,FSW-Inland,1,None,Brazil,Canada,Unspecified,2017-07-14,None,2017-06-13,None,PPR,2017-07-25,Active
38766,PPR,2017-06-12,FSW-Outland,2,None,Pakistan,Pakistan,Ottawa,2017-07-09,None,2017-06-12,2017-08-04,PPR,2018-08-11,Active
22321,PPR,2017-06-12,FSW-Outland,0,None,India,India,Ottawa,2017-07-08,2018-06-21,2017-06-12,2017-08-22,PPR,2018-07-06,Active
21019,PPR,2017-06-12,PNP-Outland,4,None,Pakistan,Pakistan,London,2017-08-11,2018-01-04,2017-06-12,None,PPR,2018-01-16,Active
26201,PPR,2017-06-12,FSW-Outland,4,None,Egypt,Saudi Arabia,Ottawa,2017-07-08,2017-07-10,2017-06-12,2017-07-18,PPR,2018-01-22,Active
25269,PPR,2017-06-12,PNP-Outland,4,New Brunswick,Russia,Russia,Warsaw,2017-08-15,None,2017-06-12,None,PPR,2018-01-15,Active
22659,PPR,2017-06-12,PNP-Outland,3,Saskatchewan,India,India,New Delhi,2017-08-10,None,2017-06-12,None,PPR,2017-11-15,Active
21169,PPR,2017-06-12,PNP-Outland,3,Ontario,Poland,USA,Ottawa,2017-08-11,2017-09-21,2017-06-12,None,PPR,2017-11-16,Active
23024,PPR,2017-06-12,PNP-Inland,3,Ontario,India,Canada,Ottawa,2017-08-14,None,2017-06-12,None,PPR,2017-11-15,Active
32519,Medicals Passed,2017-06-12,CEC,2,None,China,Canada,Unspecified,2017-09-10,None,2017-06-12,None,None,Pending,Inactive
30945,PPR,2017-06-12,CEC,1,None,India,Canada,Ottawa,2017-08-09,None,2017-06-12,None,PPR,2017-10-04,Active
20966,PPR,2017-06-12,CEC,1,None,India,Canada,Ottawa,2017-08-11,None,2017-06-12,None,PPR,2017-10-05,Active
22821,PPR,2017-06-12,CEC,1,None,Australia,Canada,Unspecified,2017-08-10,None,2017-06-12,None,PPR,2017-10-02,Active
24139,PPR,2017-06-12,CEC,3,None,India,Canada,Ottawa,2017-08-11,None,2017-06-12,None,PPR,2017-09-21,Active
29647,Medicals Passed,2017-06-12,CEC,1,None,India,Canada,Unspecified,2017-08-12,None,2017-06-12,None,None,Pending,Inactive
22032,PPR,2017-06-12,CEC,0,None,China,China,Unspecified,2017-08-22,None,2017-06-12,None,PPR,2017-09-14,Active
24267,PPR,2017-06-12,FSW-Inland,2,None,Belarus,Canada,Unspecified,2017-07-08,None,2017-06-12,None,PPR,2017-09-05,Active
21068,PPR,2017-06-12,FSW-Outland,2,None,India,India,New Delhi,2017-07-08,2017-07-28,2017-08-02,None,PPR,2017-08-29,Active
21069,PPR,2017-06-12,FSW-Outland,0,None,United Kingdom,New Zealand,Sydney,2017-07-18,2017-07-04,2017-06-12,None,PPR,2017-08-23,Active
20951,PPR,2017-06-12,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-06-12,None,PPR,2017-08-09,Active
21226,PPR,2017-06-12,FSW-Outland,2,None,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Mexico City,2017-07-11,None,2017-06-12,None,PPR,2017-08-15,Active
23224,PPR,2017-06-12,FSW-Inland,0,None,China,Canada,Unspecified,2017-07-08,None,2017-06-12,None,PPR,2017-08-14,Active
24693,PPR,2017-06-12,FSW-Outland,6,None,Pakistan,Saudi Arabia,Abu Dhabi,2017-07-09,None,2017-07-28,None,PPR,2017-08-12,Active
21014,PPR,2017-06-12,FSW-Outland,3,None,United Kingdom,United Kingdom,Unspecified,2017-07-11,None,2017-06-12,None,PPR,2017-08-01,Active
23082,PPR,2017-06-12,FSW-Outland,2,None,India,USA,Ottawa,2017-07-12,None,2017-06-12,None,PPR,2017-07-26,Active
20634,PPR,2017-06-12,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,2017-07-08,None,2017-06-12,None,PPR,2017-07-25,Active
